depthInfo,district,val,year
Østerbro-120m,Østerbro,4248.0,2011.0
Amager Vest-Under 40m,Amager Vest,1727.0,2012.0
Amager Vest-40m ~ 50m,Amager Vest,7412.0,2012.0
Amager Vest-60m ~ 79m,Amager Vest,8186.0,2012.0
Amager Vest-80m ~ 99m,Amager Vest,7051.0,2012.0
Amager Vest-100m ~ 119m,Amager Vest,3669.0,2012.0
Amager Vest-120m,Amager Vest,3227.0,2012.0
Amager Øst-Under 40m,Amager Øst,1680.0,2012.0
Amager Øst-40m ~ 50m,Amager Øst,8065.0,2012.0
Amager Øst-60m ~ 79m,Amager Øst,8268.0,2012.0
Amager Øst-80m ~ 99m,Amager Øst,4424.0,2012.0
Amager Øst-100m ~ 119m,Amager Øst,2565.0,2012.0
Amager Øst-120m,Amager Øst,2878.0,2012.0
Bispebjerg-Under 40m,Bispebjerg,1927.0,2012.0
Bispebjerg-40m ~ 50m,Bispebjerg,6171.0,2012.0
Bispebjerg-60m ~ 79m,Bispebjerg,7468.0,2012.0
Bispebjerg-80m ~ 99m,Bispebjerg,4198.0,2012.0
Bispebjerg-100m ~ 119m,Bispebjerg,1778.0,2012.0
Bispebjerg-120m,Bispebjerg,2180.0,2012.0
Brønshøj~Husum-Under 40m,Brønshøj~Husum,1299.0,2012.0
Brønshøj~Husum-40m ~ 50m,Brønshøj~Husum,5836.0,2012.0
Brønshøj~Husum-60m ~ 79m,Brønshøj~Husum,5496.0,2012.0
Brønshøj~Husum-80m ~ 99m,Brønshøj~Husum,4465.0,2012.0
Brønshøj~Husum-100m ~ 119m,Brønshøj~Husum,1635.0,2012.0
Brønshøj~Husum-120m,Brønshøj~Husum,1781.0,2012.0
Indre By-Under 40m,Indre By,1410.0,2012.0
Indre By-40m ~ 50m,Indre By,7432.0,2012.0
Indre By-60m ~ 79m,Indre By,10293.0,2012.0
Indre By-80m ~ 99m,Indre By,7893.0,2012.0
Indre By-100m ~ 119m,Indre By,3156.0,2012.0
Indre By-120m,Indre By,5001.0,2012.0
Nørrebro-Under 40m,Nørrebro,1849.0,2012.0
Nørrebro-40m ~ 50m,Nørrebro,11107.0,2012.0
Nørrebro-60m ~ 79m,Nørrebro,13742.0,2012.0
Nørrebro-80m ~ 99m,Nørrebro,8276.0,2012.0
Nørrebro-100m ~ 119m,Nørrebro,3321.0,2012.0
Nørrebro-120m,Nørrebro,4061.0,2012.0
Valby-Under 40m,Valby,1236.0,2012.0
Valby-40m ~ 50m,Valby,4713.0,2012.0
Valby-60m ~ 79m,Valby,6380.0,2012.0
Valby-80m ~ 99m,Valby,4734.0,2012.0
Valby-100m ~ 119m,Valby,3050.0,2012.0
Valby-120m,Valby,2953.0,2012.0
Vanløse-Under 40m,Vanløse,587.0,2012.0
Vanløse-40m ~ 50m,Vanløse,4911.0,2012.0
Vanløse-60m ~ 79m,Vanløse,5557.0,2012.0
Vanløse-80m ~ 99m,Vanløse,3401.0,2012.0
Vanløse-100m ~ 119m,Vanløse,1472.0,2012.0
Vanløse-120m,Vanløse,1820.0,2012.0
Vesterbro~kongens Enghave-Under 40m,Vesterbro~kongens Enghave,2922.0,2012.0
Vesterbro~kongens Enghave-40m ~ 50m,Vesterbro~kongens Enghave,6660.0,2012.0
Vesterbro~kongens Enghave-60m ~ 79m,Vesterbro~kongens Enghave,8469.0,2012.0
Vesterbro~kongens Enghave-80m ~ 99m,Vesterbro~kongens Enghave,6274.0,2012.0
